CustomerID,InvoiceNo,Number of products
17530.0,553556,51
17530.0,566959,45
17530.0,573152,23
17530.0,578324,26
17530.0,581456,38
17531.0,555405,14
17531.0,C562958,1
17534.0,571428,9
17535.0,545665,13
17536.0,556909,3
17537.0,543535,60
17537.0,575520,14
17538.0,576198,9
17540.0,542386,8
17540.0,576503,17
17540.0,C579919,1
17542.0,546625,25
17545.0,573038,86
17545.0,573068,24
17545.0,573075,31
17547.0,C536760,2
17548.0,550755,5
17548.0,C536391,7
17548.0,C552049,5
17549.0,571736,2
17549.0,576641,4
17550.0,549570,28
17550.0,554816,9
17550.0,554819,5
17551.0,539019,39
17552.0,536842,11
17552.0,536843,2
17552.0,569007,35
17552.0,570481,1
17552.0,C570480,1
17552.0,C573253,1
17553.0,562040,2
17554.0,560106,50
17554.0,562730,13
17554.0,570661,10
17554.0,578103,9
17554.0,581411,6
17555.0,540520,49
17555.0,577497,56
17556.0,553612,6
17557.0,567323,20
17557.0,572906,6
17557.0,578804,8
17560.0,542944,4
17560.0,543599,1
17560.0,553893,13
17560.0,559325,6
17560.0,565669,3
17561.0,577511,45
17562.0,557292,21
17562.0,559097,6
17562.0,562929,7
17562.0,564023,7
17562.0,566588,7
17562.0,571911,5
17562.0,578825,10
17562.0,C558249,1
17564.0,567488,16
17564.0,572868,12
17564.0,576563,21
17566.0,576246,61
17566.0,580137,81
17567.0,536782,27
17567.0,544105,24
17567.0,545462,29
17567.0,550773,20
17567.0,559927,7
17567.0,565923,13
17567.0,571036,34
17567.0,580322,11
17567.0,C546270,1
17567.0,C567691,11
17569.0,540827,29
17571.0,543973,43
17571.0,545738,2
17571.0,560249,30
17571.0,572103,196
17572.0,536524,4
17572.0,550265,4
17572.0,565090,2
17572.0,569002,2
17573.0,565802,11
17573.0,566964,1
17573.0,575620,13
17573.0,C566963,1
17574.0,549584,8
17576.0,538157,12
17576.0,538665,10
17576.0,541511,19
17576.0,541513,1
17576.0,544330,22
17576.0,545459,15
17576.0,547401,27
17576.0,549903,25
17576.0,552526,17
17576.0,556257,30
17576.0,559824,31
17576.0,563731,17
17576.0,564557,9
17576.0,565200,16
17576.0,566932,29
17576.0,568564,22
17576.0,571715,43
17576.0,573918,16
17576.0,580128,41
17576.0,C541512,1
17576.0,C549905,2
17576.0,C580131,3
17578.0,552034,5
17578.0,C555342,1
17579.0,556577,11
17579.0,561089,6
17579.0,580633,33
17579.0,C562962,2
17580.0,539269,3
17580.0,542717,41
17580.0,548640,1
17581.0,536769,31
17581.0,536771,7
17581.0,541202,22
17581.0,545591,22
17581.0,545592,18
17581.0,545593,3
17581.0,552560,30
17581.0,552561,1
17581.0,552562,15
17581.0,552648,1
17581.0,556890,29
17581.0,556891,9
17581.0,556892,7
17581.0,558892,18
17581.0,558893,5
17581.0,563944,58
17581.0,563945,4
17581.0,567792,32
17581.0,567794,26
17581.0,574684,55
17581.0,574685,8
17581.0,574687,3
17581.0,581579,30
17581.0,581581,3
17581.0,581582,2
17581.0,C539949,1
17581.0,C541009,4
17581.0,C553564,1
17581.0,C560649,3
17581.0,C564998,1
17581.0,C568571,2
17582.0,550328,29
17584.0,562369,16
17584.0,580374,19
17584.0,C579431,1
17585.0,540240,28
17585.0,547240,42
17585.0,557758,62
17585.0,564049,76
17588.0,550832,10
17588.0,557510,2
17588.0,564953,11
17589.0,549958,71
17589.0,555568,55
17589.0,559698,55
17589.0,570479,72
17590.0,573381,57
17590.0,578074,123
17590.0,581132,16
17591.0,537646,71
17591.0,541946,18
17591.0,543913,20
17591.0,546873,11
17591.0,554019,22
17591.0,562778,6
17591.0,568530,9
17591.0,C542262,1
17593.0,539761,26
17593.0,558099,70
17593.0,560299,31
17593.0,566079,37
17593.0,580759,48
17593.0,C560902,2
17594.0,548234,14
17594.0,566950,36
17595.0,574079,33
17595.0,578999,49
17596.0,537362,59
17596.0,548975,16
17596.0,555257,44
17596.0,561325,42
17596.0,570168,52
17596.0,572677,41
17596.0,576792,11
17597.0,552563,55
17600.0,577826,13
17601.0,550184,9
17602.0,541596,103
17602.0,562595,8
17602.0,566913,108
17602.0,573151,129
17602.0,576860,83
17602.0,581146,120
17602.0,C562909,1
17602.0,C576230,4
17603.0,567868,11
17603.0,C546859,1
17603.0,C560435,1
17603.0,C560436,1
17603.0,C572117,1
17604.0,542727,27
17604.0,552183,36
17608.0,574686,55
17608.0,574688,1
17609.0,541265,96
17609.0,543645,19
17609.0,568566,32
17609.0,573345,79
17609.0,573349,7
17609.0,C543644,1
17611.0,538637,44
17611.0,541593,46
17611.0,541848,102
17611.0,546429,90
17611.0,549713,37
17611.0,554112,76
17611.0,557896,20
17611.0,559317,52
17611.0,562604,19
17611.0,568655,20
17611.0,573285,5
17611.0,574089,20
17611.0,575186,17
17611.0,580286,11
17611.0,580288,8
17611.0,C557883,2
17611.0,C563221,1
17611.0,C569909,2
17611.0,C580747,1
17612.0,543993,18
17612.0,552353,29
17612.0,560053,13
17612.0,563755,26
17612.0,565593,22
17612.0,571486,27
17612.0,C544427,1
17612.0,C553533,3
17612.0,C561011,1
17612.0,C567289,2
17613.0,543293,41
17613.0,544836,15
17613.0,547357,33
17613.0,548552,10
17613.0,551142,55
17613.0,554980,6
17613.0,554981,51
17613.0,557849,15
17613.0,563206,15
17613.0,567303,32
17613.0,572930,12
17613.0,572931,5
17613.0,576917,15
17613.0,576922,1
17613.0,C551140,1
17613.0,C563207,5
17613.0,C576921,1
17614.0,571105,98
17615.0,551535,5
17615.0,553917,6
17615.0,562015,3
17616.0,537460,1
17616.0,548217,1
17616.0,557255,1
17618.0,538517,42
17618.0,548988,13
17618.0,580401,12
17619.0,542719,74
17620.0,570601,4
17621.0,539594,4
17621.0,542708,11
17621.0,577396,11
17621.0,C555255,1
17623.0,574836,33
17624.0,552023,25
17624.0,578701,25
17625.0,547860,93
17625.0,560996,101
17625.0,571841,58
17625.0,577740,54
17628.0,567343,5
17629.0,538901,11
17629.0,548701,35
17629.0,552371,13
17629.0,557568,8
17629.0,563028,4
17629.0,569417,25
17629.0,577801,9
17629.0,580395,18
17629.0,C540783,1
17630.0,550918,19
17630.0,557860,7
17631.0,550913,21
17631.0,561190,8
17631.0,581224,10
17633.0,563071,20
17633.0,564746,13
17633.0,568829,20
17633.0,575078,17
17633.0,C539058,1
17633.0,C569993,1
17634.0,540288,74
17634.0,545830,50
17634.0,550481,9
17634.0,552444,25
17634.0,552712,13
17634.0,562792,26
17634.0,566025,37
17634.0,572282,31
17634.0,574250,31
17636.0,577543,20
17636.0,C579897,4
17637.0,563442,24
17637.0,575069,11
17639.0,546006,7
17640.0,566618,5
17642.0,557021,26
17642.0,563097,14
17643.0,536556,8
17644.0,547567,26
17644.0,554015,27
17644.0,554018,5
17644.0,556746,3
17644.0,559925,9
17644.0,559926,2
17644.0,563034,17
17644.0,567822,24
17644.0,574284,14
17644.0,574286,4
17644.0,581401,26
17644.0,C541833,1
17644.0,C549041,3
17644.0,C551865,3
17644.0,C555596,2
17644.0,C563219,1
17644.0,C569955,2
17646.0,538080,9
17646.0,545469,18
17646.0,551835,24
17646.0,C546496,3
17647.0,569697,7
17648.0,548733,36
17648.0,555025,26
17648.0,555028,3
17648.0,570255,26
17648.0,C558559,1
17649.0,561077,52
17649.0,C561587,1
17650.0,577338,8
17651.0,556935,24
17651.0,557805,22
17651.0,559171,23
17651.0,559172,1
17651.0,567533,37
17651.0,569900,58
17651.0,572025,22
17651.0,573319,14
17651.0,575062,15
17651.0,579062,16
17651.0,C557516,2
17651.0,C560561,2
17651.0,C572029,1
17651.0,C575626,2
17652.0,545534,13
17652.0,550656,23
17652.0,555350,49
17652.0,556253,9
17652.0,557891,40
17652.0,560397,21
17652.0,567138,25
17652.0,569329,27
17652.0,570413,18
17652.0,573104,13
17652.0,574557,8
17652.0,576215,13
17652.0,C555595,3
17652.0,C560189,1
17652.0,C564211,2
17652.0,C569979,1
17652.0,C572463,3
17652.0,C575575,1
17653.0,563060,4
17653.0,565126,5
17653.0,573913,33
17653.0,574242,2
17653.0,C575651,6
17654.0,545835,22
17655.0,537866,9
17655.0,543462,13
17655.0,545074,12
17655.0,553166,13
17655.0,563252,16
17655.0,573382,14
17655.0,579307,14
17655.0,C539287,2
17656.0,562145,18
17656.0,563552,10
17656.0,564480,16
17656.0,566439,3
17656.0,568526,35
17658.0,553001,9
17658.0,576196,10
17658.0,C579347,4
17659.0,536808,12
17659.0,539306,5
17659.0,543901,6
17659.0,554371,28
17659.0,555939,3
17659.0,557873,1
17659.0,562217,18
17659.0,564075,5
17659.0,564967,4
17659.0,570649,17
17659.0,576589,26
17659.0,578026,33
17659.0,C556327,1
17659.0,C580741,2
17660.0,560861,38
17663.0,545021,19
17663.0,550528,10
17663.0,554656,9
17663.0,559420,10
17663.0,567111,16
17663.0,573945,9
17663.0,576089,13
17663.0,C550966,1
17663.0,C567947,3
17664.0,552835,23
17664.0,577689,20
17666.0,569579,12
17666.0,580738,6
17667.0,543821,53
17667.0,552990,21
17667.0,553000,4
17667.0,558642,21
17667.0,569520,18
17668.0,573900,8
17668.0,581397,7
17669.0,548730,7
17669.0,549992,7
17669.0,553144,6
17669.0,557763,21
17669.0,562788,10
17669.0,566875,15
17669.0,573157,2
17670.0,550999,11
17671.0,538079,17
17671.0,553012,11
17671.0,558995,16
17671.0,578433,9
17671.0,C553903,2
17671.0,C561594,6
17672.0,543116,41
17672.0,572082,69
17672.0,C545848,1
17672.0,C572991,4
17673.0,541856,44
17673.0,546951,52
17673.0,555653,44
17673.0,558570,22
17673.0,569470,33
17673.0,581378,23
17673.0,C581384,1
17674.0,537244,11
17674.0,568320,16
17675.0,537609,12
17675.0,538176,4
17675.0,540120,22
17675.0,542780,22
17675.0,543746,11
17675.0,544810,18
17675.0,546555,22
17675.0,548154,21
17675.0,549998,11
17675.0,551301,31
17675.0,551893,16
17675.0,553845,21
17675.0,555536,11
17675.0,556727,24
17675.0,558481,20
17675.0,559791,18
17675.0,560716,70
17675.0,561115,8
17675.0,562146,27
17675.0,562841,19
17675.0,562842,5
17675.0,563912,40
17675.0,564849,38
17675.0,569110,46
17675.0,569111,1
17675.0,573556,25
17675.0,574062,45
17675.0,577318,24
17675.0,577601,40
17675.0,580105,15
17675.0,581452,18
17675.0,C537611,1
17675.0,C545531,1
17675.0,C545841,3
17675.0,C546906,1
17675.0,C549039,1
17675.0,C556634,1
17675.0,C561238,2
17675.0,C565001,1
17675.0,C569456,2
17675.0,C572529,3
17676.0,537815,15
17676.0,561914,14
17676.0,562533,1
17676.0,564058,11
17676.0,570842,20
17676.0,580685,16
17676.0,C564435,1
17677.0,537227,20
17677.0,537228,1
17677.0,537229,1
17677.0,537766,4
17677.0,542093,16
17677.0,543731,14
17677.0,548367,23
17677.0,548368,4
17677.0,550005,2
17677.0,552811,23
17677.0,552815,1
17677.0,557214,21
17677.0,557215,5
17677.0,557216,3
17677.0,560718,26
17677.0,560720,1
17677.0,560721,2
17677.0,562433,14
17677.0,564965,22
17677.0,564966,1
17677.0,566822,16
17677.0,567171,4
17677.0,571203,25
17677.0,571204,1
17677.0,573110,4
17677.0,573111,1
17677.0,574471,23
17677.0,575873,4
17677.0,581225,19
17677.0,581227,2
17677.0,C538712,1
17677.0,C541823,1
17677.0,C544560,1
17677.0,C549049,1
17677.0,C553478,3
17677.0,C553502,1
17677.0,C557648,1
17677.0,C560874,2
17677.0,C561240,1
17677.0,C561623,2
17677.0,C564996,1
17677.0,C567350,1
17677.0,C571543,1
17678.0,547122,16
17679.0,566790,26
17679.0,571547,4
17680.0,576734,11
17682.0,537388,18
17682.0,549052,19
17682.0,555002,17
17682.0,560503,19
17682.0,563476,16
17682.0,579499,29
17682.0,C555248,1
17684.0,572994,15
17685.0,536763,12
17685.0,538797,1
17685.0,541207,16
17685.0,543252,12
17685.0,546928,14
17685.0,566345,56
17685.0,578171,16
17686.0,543555,68
17686.0,554283,54
17686.0,554284,1
17686.0,554286,18
17686.0,562980,84
17686.0,567429,27
17686.0,580318,34
17690.0,536578,8
17690.0,536580,6
17690.0,537845,4
17690.0,538211,8
17690.0,541282,49
17690.0,547084,4
17690.0,549154,19
17690.0,554121,9
17690.0,555515,47
17690.0,555590,3
17690.0,564750,28
17690.0,569666,8
17690.0,572658,19
17690.0,574490,19
17690.0,575384,21
17690.0,C574472,2
17691.0,537257,9
17691.0,539297,10
17692.0,539014,25
17692.0,543325,7
17692.0,551183,7
17692.0,562366,7
17692.0,C551602,1
17693.0,561205,16
17693.0,C561370,1
17693.0,C561380,1
17694.0,560829,15
17695.0,557611,18
17695.0,561863,17
17696.0,538178,6
17696.0,538179,1
17696.0,545826,16
17696.0,555734,13
17696.0,559330,29
17696.0,561076,13
17696.0,564170,16
17696.0,573888,21
17696.0,C540394,1
17696.0,C556633,2
17696.0,C559952,5
17696.0,C562115,1
17696.0,C566161,1
17696.0,C566457,1
17697.0,550339,19
17698.0,547639,8
17700.0,545571,36
17700.0,552638,28
17700.0,565672,30
17700.0,578225,48
17700.0,C538118,3
17700.0,C553514,1
17701.0,548632,24
17702.0,553552,30
17702.0,558419,10
17702.0,564088,15
17702.0,575475,19
17702.0,C538062,5
17702.0,C567686,1
17703.0,561060,17
17703.0,564066,19
17703.0,574560,19
17704.0,550001,16
17704.0,557967,15
17705.0,543664,10
17705.0,547405,8
17705.0,552287,7
17705.0,559129,9
17705.0,561202,9
17705.0,564371,18
17705.0,568234,16
17705.0,575410,17
17705.0,580915,9
17705.0,C564908,5
17706.0,537738,17
17706.0,537743,9
17706.0,537751,2
17706.0,544694,24
17706.0,555516,25
17706.0,558540,88
17706.0,558685,14
17706.0,558686,11
17706.0,560035,72
17706.0,563556,15
17706.0,564062,17
17706.0,564943,14
17706.0,570342,45
17706.0,570353,4
17706.0,572875,1
17706.0,572877,3
17706.0,580653,21
17706.0,C559663,3
17706.0,C560331,2
17706.0,C564279,5
17706.0,C564949,1
17706.0,C571329,2
17707.0,540465,3
17707.0,555870,2
17708.0,541523,25
17708.0,555511,9
17709.0,557859,7
17711.0,544774,13
17711.0,579328,10
17712.0,572853,29
17714.0,541837,10
17715.0,554262,1
17716.0,546791,42
17716.0,548874,37
17716.0,556937,48
17716.0,562611,41
17716.0,565728,17
17716.0,565729,1
17716.0,565731,9
17716.0,566732,18
17716.0,568153,16
17716.0,575686,13
17716.0,577000,3
17716.0,C567704,9
17718.0,550916,6
17719.0,548014,39
17719.0,549054,12
17719.0,550666,23
17719.0,554504,17
17719.0,555388,17
17719.0,556580,16
17719.0,559142,12
17719.0,561119,11
17719.0,562200,27
17719.0,563498,19
17719.0,564192,16
17719.0,564495,13
17719.0,566441,18
17719.0,568159,15
17719.0,573934,19
17719.0,C558615,1
17719.0,C559309,1
17719.0,C563608,2
17720.0,537469,1
17720.0,551396,16
17720.0,563722,20
17720.0,576056,13
17722.0,537775,45
17722.0,541566,30
17722.0,555485,19
17722.0,565450,21
17722.0,C538763,1
17722.0,C542256,4
17723.0,552461,4
17723.0,554279,1
17723.0,555270,1
17723.0,557333,2
17723.0,559203,1
17723.0,562443,1
17724.0,561058,11
17724.0,567508,10
17724.0,568951,19
17724.0,C570902,5
17725.0,546911,18
17725.0,548744,15
17725.0,551315,15
17725.0,555112,16
17725.0,556537,20
17725.0,560238,18
17725.0,563844,20
17725.0,564860,19
17725.0,569022,16
17725.0,573350,16
17725.0,578315,19
17725.0,C548727,2
17725.0,C548976,3
17725.0,C557060,1
17727.0,578666,66
17727.0,C579783,1
17728.0,566673,20
17728.0,569555,113
17728.0,580735,32
17728.0,C567155,1
17728.0,C577351,3
17730.0,541362,17
17730.0,544041,17
17730.0,546127,10
17730.0,550659,19
17730.0,555736,30
17730.0,558432,16
17730.0,562791,19
17730.0,564551,8
17730.0,567718,22
17730.0,571558,11
17730.0,573185,10
17730.0,575765,15
17730.0,580980,24
17730.0,C542095,1
17730.0,C576350,1
17731.0,556218,17
17731.0,556219,15
17731.0,562214,17
17731.0,567660,18
17731.0,C558110,16
17732.0,536607,18
17733.0,547414,12
17733.0,573744,23
17734.0,550670,9
17734.0,561220,24
17734.0,571412,10
17735.0,537465,22
17735.0,542219,35
17735.0,544945,48
17735.0,548521,41
17735.0,549281,27
17735.0,550015,50
17735.0,550997,32
17735.0,551983,34
17735.0,555545,50
17735.0,555546,13
17735.0,558195,36
17735.0,559364,34
17735.0,560571,34
17735.0,562276,49
17735.0,564167,42
17735.0,565803,43
17735.0,569694,23
17735.0,574069,30
17735.0,581188,47
17736.0,563705,23
17736.0,573161,1
17736.0,579788,1
17736.0,C575056,1
17737.0,570847,6
17737.0,579779,4
17738.0,545445,41
17738.0,559930,25
17738.0,559931,11
17738.0,577550,20
17738.0,C560560,2
17739.0,538864,5
17739.0,540671,7
17739.0,554850,6
17739.0,568783,8
17739.0,569576,7
17739.0,573908,10
17739.0,579008,4
17739.0,C555197,1
17742.0,540704,13
17742.0,563710,2
17744.0,539252,19
17744.0,541107,15
17744.0,541699,16
17744.0,548709,12
17744.0,576093,25
17744.0,580875,49
17744.0,C541284,1
17746.0,549974,6
17746.0,C550538,2
17747.0,563740,1
17747.0,C564947,1
17749.0,547924,22
17749.0,556808,13
17750.0,558370,39
17750.0,560228,32
17750.0,561859,19
17750.0,563739,30
17750.0,565210,19
17750.0,567181,14
17750.0,571246,11
17750.0,574289,8
17750.0,580515,12
17752.0,539048,1
17754.0,547672,28
17754.0,560754,13
17754.0,569648,3
17754.0,574032,22
17754.0,581514,23
17754.0,C547675,1
17757.0,536821,23
17757.0,537389,19
17757.0,538361,26
17757.0,538860,12
17757.0,540536,25
17757.0,542406,18
17757.0,543539,11
17757.0,544485,20
17757.0,545555,20
17757.0,547689,24
17757.0,548371,9
17757.0,549572,18
17757.0,551655,20
17757.0,554058,35
17757.0,555264,17
17757.0,557619,30
17757.0,558467,15
17757.0,559550,23
17757.0,561969,32
17757.0,563551,28
17757.0,566520,23
17757.0,569132,52
17757.0,571544,55
17757.0,574923,37
17757.0,576855,28
17757.0,577798,21
17757.0,578313,7
17757.0,578846,49
17757.0,580696,20
17757.0,581426,23
17757.0,C558469,1
17758.0,548715,68
17758.0,553199,58
17758.0,553201,4
17758.0,559547,69
17758.0,567662,75
17758.0,571669,58
17758.0,577544,71
17758.0,577546,1
17759.0,557884,16
17759.0,557887,2
17759.0,578072,72
17760.0,536563,9
17760.0,577172,16
17761.0,574777,19
17763.0,547207,1
17764.0,553004,17
17764.0,572023,54
17765.0,547902,19
17765.0,553129,24
17765.0,558867,13
17767.0,578533,21
17768.0,558100,22
17768.0,574709,53
17768.0,580059,23
17769.0,541839,33
17769.0,545687,72
17769.0,557271,45
17769.0,561028,24
17769.0,570679,19
17769.0,571266,31
17769.0,574624,35
17769.0,576238,1
17769.0,578119,4
17769.0,578856,40
17769.0,C571264,2
17769.0,C576235,1
17770.0,545416,21
17770.0,546110,7
17770.0,552818,3
17770.0,554641,2
17770.0,554645,5
17771.0,541678,22
17771.0,571190,32
17772.0,579286,45
17772.0,579288,5
17774.0,543349,26
17774.0,548808,40
17774.0,560251,57
17774.0,565427,30
17774.0,C565422,1
17775.0,548256,3
17777.0,564962,65
17777.0,573543,63
17777.0,576508,62
17779.0,560537,34
17779.0,566518,31
17779.0,577329,16
17779.0,C566584,1
17779.0,C577327,1
17781.0,548548,2
17781.0,558773,10
17783.0,549047,30
17783.0,568715,37
17785.0,571443,13
17786.0,542239,25
17786.0,566864,43
17787.0,536973,31
17787.0,541660,42
17787.0,543428,40
17787.0,559527,15
17788.0,562047,3
17788.0,568391,2
17789.0,545526,14
17790.0,538190,10
17790.0,538194,1
17790.0,538535,7
17790.0,538557,2
17790.0,539336,4
17790.0,543646,11
17790.0,549260,11
17790.0,553058,16
17790.0,554646,8
17790.0,559745,11
17790.0,561709,19
17790.0,563035,25
17790.0,570234,35
17790.0,575938,29
17791.0,575591,10
17793.0,576274,52
17795.0,547050,16
17795.0,556536,29
17796.0,537130,19
17796.0,540506,34
17796.0,542605,24
17796.0,573400,4
17797.0,556330,44
17797.0,577033,55
17797.0,577036,12
17799.0,538629,33
17799.0,541816,73
17799.0,541963,11
17799.0,546549,43
17799.0,546550,1
17799.0,549728,15
17799.0,557886,78
17799.0,558437,26
17799.0,565152,59
17799.0,577077,65
17799.0,C541961,2
17800.0,540528,12
17800.0,546391,7
17800.0,552169,7
17800.0,558679,22
17800.0,558748,8
17800.0,563212,11
17800.0,566189,12
17800.0,572220,15
17800.0,574039,9
17802.0,536747,12
17802.0,556494,63
17802.0,567180,65
17802.0,C556493,7
17805.0,568471,10
17806.0,579168,43
17809.0,536380,1
17809.0,536954,1
17809.0,536957,13
17809.0,543649,2
17809.0,549445,1
17809.0,552048,2
17809.0,557416,1
17809.0,562108,14
17809.0,570248,1
17809.0,571242,17
17809.0,578254,7
17809.0,578256,1
17809.0,C558060,1
17809.0,C560418,1
17809.0,C578257,1
17811.0,540566,46
17811.0,541648,32
17811.0,542149,10
17811.0,542929,33
17811.0,543801,9
17811.0,543839,3
17811.0,544450,103
17811.0,544642,13
17811.0,545279,7
17811.0,545700,16
17811.0,546524,11
17811.0,547197,7
17811.0,549048,6
17811.0,549830,9
17811.0,551870,14
17811.0,553423,32
17811.0,554362,15
17811.0,555548,9
17811.0,558107,14
17811.0,559671,21
17811.0,560820,11
17811.0,563062,15
17811.0,563843,12
17811.0,566042,31
17811.0,566397,30
17811.0,566453,3
17811.0,568390,11
17811.0,569207,17
17811.0,570212,17
17811.0,571267,8
17811.0,572447,24
17811.0,573930,9
17811.0,574870,12
17811.0,576249,70
17811.0,577315,43
17811.0,577728,40
17811.0,579170,32
17811.0,580151,12
17811.0,580659,21
17811.0,C547193,1
17811.0,C552944,1
17811.0,C553424,1
17811.0,C554361,1
17811.0,C560818,2
17811.0,C562367,1
17811.0,C566036,1
17811.0,C566384,3
17811.0,C572440,5
17811.0,C573929,3
17811.0,C577731,1
17811.0,C579172,1
17812.0,537422,29
17812.0,573894,13
17812.0,578521,41
17812.0,578901,50
17813.0,568984,57
17813.0,569897,218
17813.0,571060,1
17813.0,573909,39
17813.0,578843,33
17813.0,C569786,1
17813.0,C571059,6
17816.0,538073,10
17816.0,546657,1
17816.0,569678,4
17816.0,574161,2
17817.0,545899,12
17817.0,545900,1
17817.0,580676,20
17819.0,536980,12
17819.0,538499,2
17819.0,544081,13
17819.0,549946,3
17819.0,554975,10
17819.0,556323,6
17819.0,568804,2
17819.0,C544080,1
17820.0,C539071,3
17820.0,C555253,2
17824.0,571895,13
17827.0,538182,9
17827.0,538198,87
17827.0,538206,15
17827.0,549733,43
17827.0,580523,61
17828.0,555931,44
17828.0,557668,1
17828.0,563936,10
17828.0,576897,12
17828.0,C557054,2
17828.0,C564751,2
17828.0,C576898,1
17828.0,C578274,5
17828.0,C579929,5
17829.0,543911,30
17830.0,544835,11
17830.0,547489,5
17830.0,581356,7
17831.0,574731,2
17832.0,572194,61
17835.0,576873,19
17835.0,579556,21
17835.0,581101,19
17836.0,572316,24
17837.0,558479,12
17837.0,559352,8
17837.0,560103,13
17837.0,568186,26
17837.0,569693,37
17837.0,570668,17
17837.0,571258,14
17837.0,573305,35
17837.0,C559344,1
17837.0,C573306,2
17838.0,536798,29
17838.0,538126,12
17838.0,544459,34
17838.0,566283,27
17838.0,575935,15
17838.0,C575940,15
17839.0,573315,52
17841.0,536557,64
17841.0,536984,29
17841.0,537405,46
17841.0,538163,46
17841.0,538866,67
17841.0,539469,34
17841.0,540021,70
17841.0,540538,31
17841.0,540943,34
17841.0,541253,35
17841.0,541255,1
17841.0,541587,14
17841.0,541851,17
17841.0,542243,17
17841.0,542612,25
17841.0,543033,29
17841.0,543389,19
17841.0,543816,21
17841.0,544311,49
17841.0,544312,2
17841.0,544676,41
17841.0,545186,47
17841.0,545545,49
17841.0,545868,25
17841.0,546261,47
17841.0,546279,1
17841.0,546543,50
17841.0,547019,22
17841.0,547202,29
17841.0,547896,60
17841.0,548492,36
17841.0,549014,67
17841.0,549690,84
17841.0,550006,53
17841.0,550359,55
17841.0,550829,50
17841.0,551250,63
17841.0,551558,76
17841.0,552108,50
17841.0,552640,57
17841.0,553156,60
17841.0,553390,93
17841.0,553860,53
17841.0,554160,79
17841.0,554520,48
17841.0,554942,41
17841.0,555110,65
17841.0,555562,75
17841.0,556056,96
17841.0,556245,63
17841.0,556671,80
17841.0,557129,79
17841.0,557636,73
17841.0,558232,101
17841.0,558558,56
17841.0,558560,1
17841.0,558876,49
17841.0,558877,71
17841.0,559068,62
17841.0,559535,77
17841.0,559807,92
17841.0,560115,31
17841.0,560368,117
17841.0,560711,55
17841.0,561113,111
17841.0,561485,57
17841.0,561773,52
17841.0,561897,58
17841.0,562161,65
17841.0,562460,45
17841.0,562779,88
17841.0,562984,61
17841.0,563216,62
17841.0,563538,75
17841.0,563771,27
17841.0,564141,85
17841.0,564436,57
17841.0,564733,93
17841.0,565141,76
17841.0,565766,133
17841.0,566085,47
17841.0,566296,49
17841.0,566717,54
17841.0,567165,62
17841.0,567473,63
17841.0,568049,85
17841.0,568227,46
17841.0,568712,139
17841.0,569234,87
17841.0,569235,1
17841.0,569672,64
17841.0,569674,1
17841.0,570019,42
17841.0,570021,3
17841.0,570420,71
17841.0,570818,125
17841.0,571098,54
17841.0,571498,84
17841.0,571846,90
17841.0,572306,104
17841.0,572863,16
17841.0,572865,44
17841.0,573245,62
17841.0,573496,102
17841.0,574034,86
17841.0,574547,109
17841.0,574549,1
17841.0,575070,128
17841.0,575298,76
17841.0,575304,3
17841.0,575753,75
17841.0,575985,79
17841.0,576665,143
17841.0,576666,1
17841.0,577174,86
17841.0,577549,89
17841.0,578289,118
17841.0,578678,93
17841.0,578852,102
17841.0,579516,154
17841.0,580136,121
17841.0,580295,29
17841.0,580956,184
17841.0,581334,130
17841.0,C536543,2
17841.0,C536979,2
17841.0,C541254,1
17841.0,C541641,2
17841.0,C541852,1
17841.0,C543817,3
17841.0,C544310,1
17841.0,C545189,1
17841.0,C545866,3
17841.0,C545867,1
17841.0,C548995,5
17841.0,C550353,6
17841.0,C551551,6
17841.0,C552585,2
17841.0,C553150,4
17841.0,C553397,1
17841.0,C554931,4
17841.0,C555105,1
17841.0,C555563,2
17841.0,C556643,3
17841.0,C558202,3
17841.0,C558859,1
17841.0,C559079,5
17841.0,C560330,3
17841.0,C561210,1
17841.0,C561725,4
17841.0,C562773,6
17841.0,C564427,6
17841.0,C564730,1
17841.0,C565140,3
17841.0,C565752,2
17841.0,C566671,5
17841.0,C567440,1
17841.0,C568689,4
17841.0,C569233,3
17841.0,C569663,3
17841.0,C570406,2
17841.0,C571838,2
17841.0,C572850,2
17841.0,C574010,3
17841.0,C574524,7
17841.0,C574525,1
17841.0,C577547,11
17841.0,C578280,5
17841.0,C578282,1
17843.0,543543,37
17844.0,564428,5
17846.0,566927,1
17848.0,539316,5
17848.0,541008,5
17848.0,543043,3
17848.0,548900,13
17848.0,557950,16
17848.0,560095,5
17848.0,560821,2
17848.0,562257,1
17848.0,567362,1
17849.0,540630,8
17849.0,543294,7
17849.0,547171,7
17849.0,551980,4
17850.0,536365,7
17850.0,536366,2
17850.0,536372,2
17850.0,536373,16
17850.0,536375,16
17850.0,536377,2
17850.0,536396,18
17850.0,536399,2
17850.0,536406,17
17850.0,536407,2
17850.0,536600,12
17850.0,536601,2
17850.0,536602,12
17850.0,536603,2
17850.0,536609,16
17850.0,536610,2
17850.0,536612,15
17850.0,536614,2
17850.0,536628,16
17850.0,536629,2
17850.0,536630,16
17850.0,536631,2
17850.0,536685,17
17850.0,536688,2
17850.0,536690,17
17850.0,536693,2
17850.0,536750,19
17850.0,536751,2
17850.0,536752,19
17850.0,536753,2
17850.0,536787,13
17850.0,536789,2
17850.0,536790,17
17850.0,536791,2
